o7,1.9350947967535408,0.004057337716592371,0.0009113620302689067,0.009460804118524844,0.9807055080652352,0.040055519940249994,0.9115862505248148,0.014795288291799824
o6,1.0435217764709708,1.0696878943260129,0.003256822642388121,0.8749802892875076,0.018231818200950666,0.7936191708725862,0.014504677788757534,0.07966251492939525
o1,1.9828822568738664,0.005085602733540777,0.007998531862210011,0.007511478017094656,0.04185582959945245,0.04449712775124427,0.021359860106803196,0.032937866331715464
o8,1.1590880250001125,1.0829821740524044,0.18737610971648144,0.7019865738490944,0.05923010959028977,0.07896616979132556,0.10733633555965916,0.017486752878630978
o8,1.0757929803713004,0.9568378789241141,0.2731476848067121,0.7651456532036583,0.05368568842782341,0.07346320715459609,0.0007414302871519512,0.013898443824508545
o4,1.1355649700973423,0.499034642437205,0.2783129730561675,0.0015325751352775285,0.045296083905526176,0.06195938676904127,0.7953329246101072,0.012537857763142299
o6,0.8251502131454315,0.9419981639431235,0.02160612088724207,0.7499029401035264,0.07118804641512645,1.0486102873909708,0.04959647957490998,0.03001064524642485
o1,2.13577139777079,0.005424285512609835,0.021325316931714168,0.0021847316155582334,0.024141048408071186,0.04876348521972051,0.026325472392874805,0.019328608842842016
o1,2.0771256670499354,0.002447933419321266,0.0072770541591811,0.0007245251823882885,0.05561054643392316,0.0025571241334032737,0.08736075407474297,0.036636173082530525
o0,1.1675894155196231,0.9841402637272493,0.9635344690947755,0.0025598889679586635,0.08898353143852729,0.024844315210632503,0.0071991869147363845,0.026391609000298605
o6,1.024995344344009,0.9796173727479397,0.012245700158353126,0.8261675276988056,0.02452155288246955,0.9837165097337546,0.042033827567931774,0.031222128163010007
o7,1.9843366246360914,0.0072258086549094646,0.007474099089124314,0.00799306899671669,1.025192868552435,0.019866730111650993,0.8379208608095801,0.00556280442138989
o2,0.9327191810819284,0.007658486419629892,0.0008314631846770456,0.007653045322899076,0.9323497967231823,0.026849191327950946,0.040283854528140525,0.8316857378570505
o6,0.9510217507018202,0.7263507116781968,0.011732436186573889,0.7610682918919635,0.002602417217710846,0.8825042598032474,0.01497708766207314,0.01982526656890178
